Issue key,Issue id,Summary,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Story Points),Status
PP-3849,727415,Medication - add medication to a profile,2019 Apr CR.com Sprint4,2019 Apr CR.com Sprint5,,,,,Rejected
PP-5289,851831,Hover text to be shown while hovering on the pins,,,,,,,Open
PP-5286,851828,Remove map pins except  for the Sites within the left hand panel,,,,,,,Open
PP-5282,851792,code fix for UI Issue on Contact Form for icons,,,,,,,Open
PP-5276,851781,Incorrect object reference (angular-route.min.js.map),,,,,,,Open
PP-5273,851778,The [AccountNumber] tag is not populating in the email address,,,,,,,Open
PP-5270,851765,To send registration confirmation mail to even returning users from the same portal,,,,,,,Open
PP-613,524638,Additional Sitecore elements available in platform,Sprint 2,,,,,,Closed
PP-72,337552,Enable audit trail for Sitecore in all environments,Patient Portal v1.1,,,,,,Rejected
PP-1324,594557,Network & Infrastructure Security - firewall (NFR-59),Trial Intent NFR Sprint,,,,,,Rejected
PP-1322,594555,"Network & Infrastructure Security - common, synchronised server time (NFR-57)",Trial Intent NFR Sprint,,,,,,Rejected
PP-1309,594541,Data Management - Security event log - (NFR-44),Trial Intent NFR Sprint,,,,,,Rejected
PP-1305,594537,Data management - disaster recovery RPO (NFR-40),Trial Intent NFR Sprint,,,,,,Rejected
PP-1288,594520,Environment requirements - UAT emulates production (NFR-19),Trial Intent NFR Sprint,,,,,,Rejected
PP-1315,594548,Monitoring - infrastructure resource use (NFR-50),Trial Intent NFR Sprint,,,,,,Rejected
PP-1291,594523,Performance - scheduled maintenance (NFR-22),Trial Intent NFR Sprint,,,,,,Rejected
PP-1316,594549,Monitoring - back ups (NFR=51),Trial Intent NFR Sprint,,,,,,Rejected
PP-1286,594518,Environment requirements - environment partition (NFR-17),Trial Intent NFR Sprint,,,,,,Rejected
PP-1312,594544,Disaster Recovery to be documented (NFR-47),Trial Intent NFR Sprint,,,,,,Rejected
PP-1306,594538,Data management - RTO target (NFR-41),Trial Intent NFR Sprint,,,,,,Rejected
PP-1313,594545,Monitoring - security breach monitoring (NFR-48),Trial Intent NFR Sprint,,,,,,Rejected
PP-1314,594547,Monitoring - infrastructure components (NFR-49),Trial Intent NFR Sprint,,,,,,Rejected
PP-1321,594554,Network & Infrastructure Security - observe IQVIA security standards (NFR-56),Trial Intent NFR Sprint,,,,,,Rejected
PP-1317,594550,Monitoring - escalation (NFR-52),Trial Intent NFR Sprint,,,,,,Rejected
PP-1307,594539,Data management  - offsite back ups (NFR-42),Trial Intent NFR Sprint,,,,,,Rejected
PP-1285,594517,Environment requirements - supported environments (NFR-16),Trial Intent NFR Sprint,,,,,,Rejected
PP-1304,594536,Data management - database schema (NFR-38),Trial Intent NFR Sprint,,,,,,Rejected
PP-1326,594559,User security - usage of Sitecore roles based accounts (NFR-61),Trial Intent NFR Sprint,,,,,,Rejected
PP-1293,594525,Performance - application availabiltiy (NFR-24),Trial Intent NFR Sprint,,,,,,Rejected
PP-1302,594534,Compatibility - Browser compatibility (NFR-35),Trial Intent NFR Sprint,,,,,,Rejected
PP-1327,594560,User Security - secure log in (NFR-65),Trial Intent NFR Sprint,,,,,,Rejected
PP-1297,594529,Usability - user-proofing (NFR-29),Trial Intent NFR Sprint,,,,,,Rejected
PP-1329,594562,User Security - log out based on inactivity (NFR-67),Trial Intent NFR Sprint,,,,,,Rejected
PP-1290,594522,Performance - page load (NFR-21),Trial Intent NFR Sprint,,,,,,Rejected
PP-1308,594540,Data Management - audit log (NFR-43),Trial Intent NFR Sprint,,,,,,Rejected
PP-1287,594519,Environment requirements - data in dev and test environments (NFR-18),Trial Intent NFR Sprint,,,,,,Rejected
PP-1320,594553,Data security - database security standards are observed (NFR-55),Trial Intent NFR Sprint,,,,,,Rejected
PP-1295,594527,Usability - responsive solution (NFR-26),Trial Intent NFR Sprint,,,,,,Rejected
PP-1283,594514,Application architecture - search indexing (NFR-63),Trial Intent NFR Sprint,,,,,,Rejected
PP-1330,594563,Support - Support email address (NFR-62),Trial Intent NFR Sprint,,,,,,Rejected
PP-1328,594561,User security - password requirements (NFR-66),Trial Intent NFR Sprint,,,,,,Rejected
PP-1319,594552,Data Security - SSL encryption (NFR-54),Trial Intent NFR Sprint,,,,,,Rejected
PP-1310,594542,Data Management - system error logging (NFR-45),Trial Intent NFR Sprint,,,,,,Rejected
PP-1303,594535,Compatibility - plug-in dependencies (NFR-36),Trial Intent NFR Sprint,,,,,,Rejected
PP-1301,594533,Internationalisation - content in different languages can be added readily (NFR-34),Trial Intent NFR Sprint,,,,,,Rejected
PP-1296,594528,Usability - accessibility (NFR-27),Trial Intent NFR Sprint,,,,,,Rejected
PP-1294,594526,Usability - IQVIA guidelines (NFR-25),Trial Intent NFR Sprint,,,,,,Rejected
PP-1292,594524,Performance - Error pages (NFR-23),Trial Intent NFR Sprint,,,,,,Rejected
PP-1284,594516,Application Architecture - SiteCore Experience Accelerator (NFR-64),Trial Intent NFR Sprint,,,,,,Rejected
PP-1282,594513,Application Architecture - cookie policy compliance (NFR-15),Trial Intent NFR Sprint,,,,,,Rejected
PP-1281,594512,Application architecture - component re-use,Trial Intent NFR Sprint,,,,,,Rejected
PP-1280,594511,Application architecture - email solution capacity,Trial Intent NFR Sprint,,,,,,Rejected
PP-1278,594509,Where possible components offered by SiteCore technology should be utilised. (NFR-04),Trial Intent NFR Sprint,,,,,,Rejected
PP-1279,594510,Application architecture - email management (NFR-05),Trial Intent NFR Sprint,,,,,,Rejected
PP-1277,594508,Application architecture - concurrent usage (NFR-002),Trial Intent NFR Sprint,,,,,,Rejected
PP-1276,594506,Application Architecture - application capacity (NFR-01),Trial Intent NFR Sprint,,,,,,Rejected
PP-1240,592803,Patient user accesses patient facing site via vanity URL (FR-301),Trial Intent Sprint 1,Trial Intent Sprint 2,,,,,Closed
PP-1381,595931,3. Contact Edit/Add functionality,Trial Intent Sprint 1,Trial Intent Sprint 2,,,,,Rejected
PP-1380,595923,"2. Bulk Import contact, sites and PII functionality.",Trial Intent Sprint 1,Trial Intent Sprint 2,,,,,Rejected
PP-1379,595922,"1. Contact creation and activation module (Patient,  PI and IQVIA User)",Trial Intent Sprint 1,Trial Intent Sprint 2,,,,,Rejected
PP-1048,581909,Viewing and editing site information within the Trial Intent application (FR-103),Trial Intent Sprint 2,,,,,,Rejected
PP-1323,594556,Network & Infrastructure Security - use of default usernames (NFR-58),Trial Intent Sprint 2,,,,,,Rejected
PP-1289,594521,Legal requirements - data (NFR-20),Trial Intent Sprint 2,,,,,,Rejected
PP-1995,647909,FR-005 - Outstanding invitation reminder,SPN - AZ MCL Sprint 4,,,,,,Closed
PP-5186,849538,Cookie Disclaimer banner,Production Tickets SP 1,,,,,,Closed
PP-5187,849552,GTM integration is not aligned with Google instructions,Production Tickets SP 1,,,,,,Closed
PP-5189,849556,Ability to redirect user to a DNQ-Minor page after asking few questions,Production Tickets SP 1,,,,,,Closed
PP-5183,849426,Registration/Contact Form,Production Tickets SP 1,,,,,,Closed
PP-5173,848563,Amend LUA script in Survey Gizmo,Production Tickets SP 1,,,,,,Closed
PP-5184,849430,“None of the site convenient” link,Production Tickets SP 1,,,,,,Closed
PP-5171,848549,Merge new field names & show on Site Details page,Production Tickets SP 1,,,,,,Closed
PP-5170,848545,Send Registration Confirmation email on Contact Form submission,Production Tickets SP 1,,,,,,Closed
PP-5155,846633,impact assessment  - surfacing opt in report data via Sitecore,,,,,,,Open
PP-5188,849553,Registration email to be triggered after Site Selection,,,,,,,Rejected
PP-5142,846313,Pediatric and non-Pediatric Contact form needs to be the same form ,,,,,,,Open
PP-5134,845527,Guardian-Minor - Pediatric study to also work in a multi-study & multi-protocol scenario,,,,,,,Open
PP-3929,728797,Patient Profile - changes to profile are saved dynamically,2019 Apr CR.com Sprint4,2019 Apr CR.com Sprint5,,,,8,Closed
PP-4968,834484,INC9358919 - Exchange study portal Url (https://www.exchange-study.com/) is not accessible || RITM12281326,,,,,,,Development In Progress
PP-5006,838647,Email Campaign Issue - for Manually imported contacts,,,,,,,Development Complete
PP-5032,839523,Cohort Landing page,,,,,,,Open
PP-5024,839501,Registry copy to be made into Unexposed Registry,,,,,,,Open
PP-4900,825967,AZ MCL 2.0 UAT parent story,,,,,,,Rejected
PP-2724,662452,FR-804 - data visualisations can be hidden on a per site basis,GPSS Sprint 1,,,,,,Closed
PP-3439,708012,Ability to edit user email address,,,,,,,Closed
PP-4173,739283,upon user changing language option on account preferences page revision,,,,,,,Closed
PP-4532,775001,(FR-802) - patient data visualisation is available to view for the patient for set periods relative to quarterly questionnaires,,,,,,,Closed
PP-4533,775002,(FR-803) An email is sent to study participants notifying that data visualisation report is available ,,,,,,,Closed
PP-4531,774889,(FR-801) - patient data visualisation,,,,,,,Closed
PP-4985,837139,UAT Defects for AZMCL 2.0 ,GPSS Sprint 1,,,,,,Rejected
PP-4967,834191,DTP Platform - Update Architecture Document,,,,,,,Open
PP-4720,795292,Platform to send email to HECAppSupport when a ePR referral handoff to Salesforce is unsuccessful,,,,,,,Open
PP-4836,810789,RegEx validation for ZIP Code to be handled by Google MAP API,,,,,,,Open
PP-4330,752485,Study site management options available via CMS,,,,,,,Open
PP-3584,713344,Map Pins for 'soon-to-be enrolling' Sites (confirm status and close?),,,,,,,Closed
PP-3844,726895,If user's GEO IP and website URL are different countries then hide Study Locations/Google Map & Site Selection (confirm status),,,,,,,Closed
PP-554,480548,Registration confirmation emails,,,,,,,Rejected
PP-492,473771,The default front end achieves an accessibility rating in line with QuintilesIMS policy,,,,,,,Rejected
PP-560,481535,Study site data service for ePR instances,,,,,,,Rejected
PP-888,550251,Communications unsubscribe - SMS,,,,,,,Rejected
PP-557,480639,Reporting on communications sent from platform,,,,,,,Rejected
PP-543,480174,Platform consideration: Support for two way interaction with 3rd party referral APIs,,,,,,,Rejected
PP-2307,652631,FR-704 - Language selection can be changed between US English and US Spanish,,,,,,,Closed
PP-4494,764870,Change sitecore implementation for job picking up eDC data,,,,,,,Closed
PP-4203,742941,Amend to account activation report,,,,,,,Closed
PP-4376,754719,Overlay field show/hide controls *confirm if can be closed*,,,,,,,Development Complete
PP-4176,739489,Distinct contact details page for DNQ outcome (ESTIMATE),,,,,,,Closed
PP-4857,816319,DtP (1.1) - New column - Survey Response - to capture Survey Gizmo response in this column which would be base 64 encoded ,,,,,,,Closed
PP-3529,712193,CYPRESS - study locations,,,,,,,Closed
PP-3278,698888,CYPRESS - Emails,,,,,,,Closed
PP-3277,698887,CYPRESS - Create & publish build using CI/CD,,,,,,,Closed
PP-3276,698886,CYPRESS - Create/Configure CTMS incoming feed,,,,,,,Closed
PP-3275,698885,CYPRESS - Configure Metadata and Google Analytics,,,,,,,Closed
PP-3274,698884,CYPRESS - Configure sitecore analytics,,,,,,,Closed
PP-3271,698881,CYPRESS - Add content to ePR instance,,,,,,,Closed
PP-3273,698883,CYPRESS - Configure marketing component,,,,,,,Closed
PP-3269,698877,CYPRESS - create new ePR instance - cypresstrial.com,,,,,,,Closed
PP-3438,708009,Gensight Reflect estimate,,,,,,,Rejected
PP-4892,821152,DtP configuration amend request - study site details formatting,,,,,,,Closed
PP-4832,809933,New variables to be captured in PII SQL DB,,,,,,,Rejected
PP-4816,807647,"Footer Rich Text problem,   showing full html code in the footer",,,,,,,Closed
PP-4815,807644,Emails are being sent showing the wrong domain,,,,,,,Closed
PP-3718,716808,Referral diversion via five9 nine api based on utm value,,,,,,,Reopened
PP-4802,806374,Implement Int-Tel-Input api front-end input validation for Telephone Numbers,,,,,,,Open
PP-4558,775745,Variants of the landing page are constructed and available in CMS,,,,,,,Development In Progress
PP-4557,775744,Implementation of multi-variate functionality,,,,,,,Open
PP-4660,785757,Milestone NODE-303 - Create & publish build using CI/CD,,,,,,,Closed
PP-4658,785713,Milestone NODE-303 - Configure Referral DB,,,,,,,Closed
PP-4661,785759,Milestone NODE-303 - Email mailboxes,,,,,,,Closed
PP-4663,785765,Milestone NODE-303 - UAT parent ticket,,,,,,,Closed
PP-4651,785701,Milestone NODE-303 - Purchase and install SSL certification - www.node303study.com,,,,,,,Closed
PP-4656,785709,"Milestone NODE-303 - Configure survey gizmo, Metadata and Google Analytics (content editor)",,,,,,,Closed
PP-4655,785708,Milestone NODE-303 - Configure sitecore analytics,,,,,,,Closed
PP-4654,785707,Milestone NODE-303 - Configure marketing component,,,,,,,Closed
PP-4888,820582,Otsuka Paediatric Autism DtP: ESTIMATE - a caregiver can register more than one child on the contact form,,,,,,,Closed
PP-4889,820587,Otsuka Paediatric Autism DtP: ESTIMATE additional data to be added to existing data flow,,,,,,,Closed
PP-4887,820575,Otsuka Paediatric Autism DtP: ESTIMATE - need to capture caregiver information in contact form,,,,,,,Closed
PP-4657,785711,Milestone NODE-303 - Create/Configure CTMS incoming feed,,,,,,,Closed
PP-4669,786899,Milestone NODE-303 - Mapping of UTM parameters,,,,,,,Closed
PP-4652,785704,Milestone NODE-303 - Add content to ePR instance,,,,,,,Closed
PP-4650,785697,Milestone NODE-303 - Create new ePR instance [www.node303study.com],,,,,,,Closed
PP-4653,785705,Milestone NODE-303 - Add branding to ePR instance,,,,,,,Closed
PP-4843,810800,RegEx validation for ZIP Code to be handled by Google MAP API,,,,,,,Open
PP-4756,799713,DtP 1.3. UAT placeholder,,,,,,,Closed
PP-4856,816317,DtP (1.4) - New column - Survey Response - to capture Survey Gizmo response in this column which would be base 64 encoded,,,,,,,Closed
PP-4858,819056,DTP 1.4 - Need to save Survey Gizmo Response for Failed users,,,,,,,Closed
PP-4854,815724,Seres Eco-Reset estimate,,,,,,,Rejected
PP-4185,741669,Contact form visual indicator of field input success or failure ,,,,,,,Closed
PP-4742,797604,Amend to referral status values,,,,,,,Closed
PP-4561,778864,RegEx validation for ZIP Code to be handled by Google MAP API,,,,,,,Closed
PP-4743,797618,Protocol ID addition in MongoDB user records,,,,,,,Closed
PP-4741,797587,Qualified protocol(s) field in user record(s),,,,,,,Closed
PP-4840,810797,RegEx validation for ZIP Code to be handled by Google MAP API,,,,,,,Open
PP-3432,707953,GSK ContRAst - Referrals to be directed to Referral Hub/CRCP platform,,,,,,,Closed
PP-4310,750624,Screening result + 'No convenient site available' needs to be captured in DB ,,,,,,,Closed
PP-4189,742263,Additional fields in 'contact extensions' table ,,,,,,,Closed
PP-4414,758972,UAT Bucket 1,,,,,,,Closed
PP-1861,643335,FR000 - 21 CFR Part 11 Compliancy,,,,,,,Closed
PP-3481,708696,PEAR 006-101 - Study site selection screens in screener process are removed,,,,,,,Closed
PP-3476,708607,PEAR 006-101 - Referrals to be directed to Referral Hub / CRCP platform,,,,,,,Closed
PP-3469,708599,PEAR 006-101 - Configure marketing component,,,,,,,Closed
PP-3470,708600,PEAR 006-101 - Confirgure sitecore analytics,,,,,,,Closed
PP-3479,708611,PEAR 006-101 - UAT Feedback,,,,,,,Closed
PP-3473,708604,PEAR 006-101 - Configure Referral DB,,,,,,,Closed
PP-3468,708598,PEAR 006-101 - Add branding to ePR instance,,,,,,,Closed
PP-3467,708597, PEAR 006-101 - Add content to ePR instance,,,,,,,Closed
PP-3464,708578,PEAR 006-101 - Create new Virtual Trial ePR instance [www.enablestudy.com],,,,,,,Closed
PP-3480,708693,PEAR 006-101 - Custom study location module (as per Virtual Trial ePR Instance),,,,,,,Closed
PP-3492,709525,PEAR 006-101 - To allow a generic telephone number to be displayed above the questionnaire element,,,,,,,Closed
PP-3474,708605,PEAR 006-101- Create & publish build using CI/CD,,,,,,,Closed
PP-3472,708603,PEAR 006-101 - Create/Configure CTMS incoming feed,,,,,,,Closed
PP-3471,708601,"PEAR 006-101 - Configure survey gizmo, Metadata and Google Analytics (content editor)",,,,,,,Closed
PP-3466,708594,PEAR 006-101 - SSL Certification,,,,,,,Closed
PP-3493,709705,PEAR 006-101 - Referral registration form,,,,,,,Closed
PP-3475,708606,PEAR 006-101 - Email mailboxes,,,,,,,Closed
PP-4253,746405,"Block ""Test"" Referrals from advancing to SalesForce / Referral Hub",,,,,,,Rejected
PP-4646,783904,NOVARTIS EXCHANGE - Telephone number in header,,,,,,,Closed
PP-3827,726383,NOVARTIS EXCHANGE - Referral registration form,,,,,,,Closed
PP-3825,726355,NOVARTIS EXCHANGE - Study site selection screens in screener process are removed,,,,,,,Closed
